cbsa_fips,name,sqmi,population_2005,density
23060,"Fort Wayne, IN",1366.3553240065567,403240,295.12089052910585
23420,"Fresno, CA",6009.113349079406,872470,145.19113708075784
23460,"Gadsden, AL",548.8577649899023,103174,187.97948499808172
23540,"Gainesville, FL",1325.5913578625791,249557,188.26088335578223
23580,"Gainesville, GA",429.3930626408786,160979,374.89893062067057
24020,"Glens Falls, NY",1774.1766445146507,127674,71.96239472249783
24140,"Goldsboro, NC",557.7138271278391,117009,209.80114587185807
24220,"Grand Forks, ND-MN",3427.2855193972846,97777,28.52899166019727
24300,"Grand Junction, CO",3338.3706663136713,130194,38.999264315895786
24340,"Grand Rapids-Wyoming, MI",2742.044419483603,970713,354.0106765239091
24500,"Great Falls, MT",2703.992178349257,80041,29.601047163111147
24540,"Greeley, CO",4012.3738692685274,NA,NA
24580,"Green Bay, WI",1893.4746556859682,296800,156.74886331788542
24660,"Greensboro-High Point, NC",2019.9630506745743,677080,335.1942500997167
24780,"Greenville, NC",655.4723777868934,147929,225.6830417468706
24860,"Greenville-Anderson-Mauldin, SC",2788.6183863150764,763048,273.6294086507489
25060,"Gulfport-Biloxi-Pascagoula, MS",1824.0571729440376,360304,197.5288962124293
25180,"Hagerstown-Martinsburg, MD-WV",788.3156497846893,234198,297.0865795496587
25260,"Hanford-Corcoran, CA",1391.2894098890638,145147,104.3255263558525
25420,"Harrisburg-Carlisle, PA",1662.1948889533753,525775,316.31369070750884
25500,"Harrisonburg, VA",870.8201576298982,116602,133.89905938483832
25540,"Hartford-West Hartford-East Hartford, CT",1551.0291443733895,1187929,765.8972781455498
25620,"Hattiesburg, MS",1622.141289090548,129050,79.55533890167592
25860,"Hickory-Lenoir-Morganton, NC",1668.2300699157481,354159,212.29625720503068
25980,"Hinesville, GA",946.012237621353,76395,80.75476929567749
26300,"Hot Springs, AR",734.8180306871805,92096,125.33170955790851
26380,"Houma-Thibodaux, LA",2730.4150189722236,199625,73.11159608078276
26420,"Houston-The Woodlands-Sugar Land, TX",8609.839325857509,5234054,607.9154095571589
26580,"Huntington-Ashland, WV-KY-OH",2561.159248545781,361864,141.28914482981304
26620,"Huntsville, AL",1420.121878168447,372777,262.496484091053
26820,"Idaho Falls, ID",5234.767956049821,116208,22.199264795624497
26900,"Indianapolis-Carmel-Anderson, IN",4336.274008539415,1772959,408.8669204271952
26980,"Iowa City, IA",1192.278500890438,141650,118.80613455179349
27060,"Ithaca, NY",490.71173588114794,99433,202.63016498159118
27100,"Jackson, MI",722.3258338619689,163047,225.7250015941657
27140,"Jackson, MS",4732.639278562938,545336,115.22872712276327
27180,"Jackson, TN",1110.1710577784806,126192,113.66896940415454
27260,"Jacksonville, FL",3428.9593416783955,1249072,364.27145251264733
27340,"Jacksonville, NC",801.933214434277,157205,196.03253384497873
27500,"Janesville-Beloit, WI",724.8855266786983,156761,216.25621457535803
27620,"Jefferson City, MO",2276.858562751153,144450,63.4426759585187
27740,"Johnson City, TN",863.6070910910029,189182,219.06026704922562
27780,"Johnstown, PA",692.6294036078922,146975,212.1986147778455
27860,"Jonesboro, AR",1476.2103220339548,112570,76.25607159073282
27900,"Joplin, MO",1267.51191340751,166160,131.09147002279803
28020,"Kalamazoo-Portage, MI",1201.5372804226417,320268,266.5485334648505
28100,"Kankakee, IL",680.3547278619508,107917,158.61872576256602
28140,"Kansas City, MO-KS",7367.599223672868,1909428,259.1655628966364
28420,"Kennewick-Richland, WA",3017.547814506871,219086,72.60398623900618
28660,"Killeen-Temple, TX",2861.0010080033276,357533,124.96779938204907
28700,"Kingsport-Bristol-Bristol, TN-VA",2046.8598817037935,302519,147.79663361626154
28740,"Kingston, NY",1158.8905450609332,182438,157.42470311586467
28940,"Knoxville, TN",3649.246260008936,790669,216.66638633427382
29020,"Kokomo, IN",293.5697609802022,84382,287.4342361360936
29100,"La Crosse-Onalaska, WI-MN",1046.8189196838673,129549,123.75492796702889
29180,"Lafayette, LA",3663.957171736392,436399,119.10592278926269
29200,"Lafayette-West Lafayette, IN",1283.0133912386616,188023,146.54796378896455
29340,"Lake Charles, LA",2736.552735224903,192364,70.29427846351757
29460,"Lakeland-Winter Haven, FL",2013.5373776129643,547373,271.84645593662
29540,"Lancaster, PA",982.6876353298878,494722,503.43769699913037
29620,"Lansing-East Lansing, MI",1711.7874151269116,462743,270.3273758825317
29700,"Laredo, TX",3382.4117552573757,223703,66.13712823469592
29740,"Las Cruces, NM",3818.271229631319,189199,49.55095869872725
29820,"Las Vegas-Henderson-Paradise, NV",8059.0677750412315,1729522,214.60571473989762
29940,"Lawrence, KS",474.1993804342535,105681,222.86195292625945
30020,"Lawton, OK",1726.2409077915088,121475,70.36966824949756
30140,"Lebanon, PA",362.0973177135032,126197,348.5168042582656
30300,"Lewiston, ID-WA",1492.969091809419,58979,39.50450168296505
30340,"Lewiston-Auburn, ME",496.07219152569854,107352,216.40398682666077
30460,"Lexington-Fayette, KY",1483.3174090128875,436898,294.5411395735895
30620,"Lima, OH",406.4826666523477,106861,262.8918986388046
30700,"Lincoln, NE",1420.5145420628173,285469,200.9616878581565
30780,"Little Rock-North Little Rock-Conway, AR",4198.889201599032,648784,154.51324596822616
30860,"Logan, UT-ID",1837.7876987992472,112580,61.258435930089334
30980,"Longview, TX",1807.9496943435518,203062,112.31617817426594
31020,"Longview, WA",1163.5747437140117,96536,82.96501838108564
31080,"Los Angeles-Long Beach-Anaheim, CA",4901.225977149276,12726428,2596.5805411408787
31140,"Louisville/Jefferson County, KY-IN",3637.760558155723,1172611,322.34419535146424
31180,"Lubbock, TX",2696.6069343610216,270478,100.30308702150226
31340,"Lynchburg, VA",2145.7523578725313,167504,78.06306230327377
31420,"Macon-Bibb County, GA",1738.6218749156642,228125,131.2102437518599
31460,"Madera, CA",2151.7818983170387,140313,65.20781688410997
31540,"Madison, WI",3380.013015745264,573036,169.5366252528026
31700,"Manchester-Nashua, NH",890.747459537947,396381,444.99818187032804
31900,"Mansfield, OH",499.5032370274411,127724,255.70204661753422
32580,"McAllen-Edinburg-Mission, TX",1586.940420233931,674982,425.33543880651854
32780,"Medford, OR",2797.0869526310303,194701,69.60849029625552
32820,"Memphis, TN-MS-AR",5108.407014484788,1271965,248.9944509890007
32900,"Merced, CA",1977.884410387905,242554,122.63305111567668
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5481.615500642956,5411148,987.1447567537907
33140,"Michigan City-La Porte, IN",603.0991569906607,109541,181.63016600219902
33260,"Midland, TX",1818.8728542949873,126963,69.8031199378211
33340,"Milwaukee-Waukesha-West Allis, WI",1491.7409992110343,1522391,1020.546462693709
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",8101.443438984019,3199046,394.8735832192867
33540,"Missoula, MT",2610.9914451323452,102298,39.179753036232086
33660,"Mobile, AL",1269.892208666483,396188,311.9855349109024
33700,"Modesto, CA",1513.0996226404588,500020,330.460726126831
33740,"Monroe, LA",1537.6956829360533,172241,112.01241046025804
33780,"Monroe, MI",563.5612069013068,152374,270.37702051533216
33860,"Montgomery, AL",2788.136959325967,358659,128.63751143943298
34060,"Morgantown, WV",1016.462352969619,119937,117.9945323598077
34100,"Morristown, TN",489.96075250855284,107703,219.81964769335258
34580,"Mount Vernon-Anacortes, WA",1755.1627565866388,110683,63.06138823003018
34620,"Muncie, IN",395.4182991470622,118170,298.84808127215865
34740,"Muskegon, MI",526.4270380783698,173608,329.7854924658235
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2038.597214870762,317745,155.86453159171202
34900,"Napa, CA",788.005710561876,130381,165.4569227766557
34940,"Naples-Immokalee-Marco Island, FL",2107.6520785868406,307452,145.87417113271533
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",6376.8660813868855,1511310,236.99886130763934
35300,"New Haven-Milford, CT",620.4552263742111,847162,1365.3878055804414
35380,"New Orleans-Metairie, LA",4825.44747989032,1231358,255.18006467412388
35620,"New York-Newark-Jersey City, NY-NJ-PA",9016.409572282106,19227714,2132.5244650718937
35660,"Niles-Benton Harbor, MI",579.6614884282138,158510,273.45270155829945
35840,"North Port-Sarasota-Bradenton, FL",1403.5779095134553,674757,480.74068096006283
35980,"Norwich-New London, CT",696.9815964230116,269664,386.90261175323155
36100,"Ocala, FL",1664.8229658541297,303558,182.33650437676476
36140,"Ocean City, NJ",285.61078821061653,99269,347.56740325507786
36220,"Odessa, TX",902.2933128971632,125378,138.9548145906404
36260,"Ogden-Clearfield, UT",8620.551392075855,532425,61.76229057568329
36420,"Oklahoma City, OK",5581.292212541202,1161308,208.0715282010379
36500,"Olympia-Tumwater, WA",758.2696017969063,227023,299.39615073848825
36540,"Omaha-Council Bluffs, NE-IA",4401.144757987212,814309,185.02208965569454
36740,"Orlando-Kissimmee-Sanford, FL",4017.0159920160913,1955794,486.87732483196083
36780,"Oshkosh-Neenah, WI",577.3221792219887,161451,279.6549410548798
36980,"Owensboro, KY",931.5069275593919,111469,119.66523994840914
37100,"Oxnard-Thousand Oaks-Ventura, CA",1857.8295191307118,794197,427.486479153162
37340,"Palm Bay-Melbourne-Titusville, FL",1296.8918209336737,529907,408.5976882933097
37460,"Panama City, FL",1454.2086828429362,178698,122.88332624355573
37620,"Parkersburg-Vienna, WV",611.0986608951296,92655,151.62036170113697
37860,"Pensacola-Ferry Pass-Brent, FL",1896.2542057486971,439471,231.7574292875379
37900,"Peoria, IL",2514.798754391036,369772,147.03840589802627
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4741.805436078973,5829139,1229.3079247089795
38060,"Phoenix-Mesa-Scottsdale, AZ",14605.167356362941,3774696,258.4493493226219
38220,"Pine Bluff, AR",2085.383528760143,103917,49.83112150204019
38300,"Pittsburgh, PA",5336.256652829092,2374483,444.9716635614095
38340,"Pittsfield, MA",944.7974627248163,132563,140.308378493826
38540,"Pocatello, ID",1146.1324149715008,77419,67.54804156021106
38860,"Portland-South Portland, ME",2270.123453311686,510287,224.78381043796833
38900,"Portland-Vancouver-Hillsboro, OR-WA",6808.141644294597,2067325,303.6548162496697
38940,"Port St. Lucie, FL",1291.9143967166742,383877,297.13810835733483
39140,"Prescott, AZ",8129.437700430463,195424,24.039055000034267
39300,"Providence-Warwick, RI-MA",1686.5892317159582,1613353,956.5773157217144
39340,"Provo-Orem, UT",5542.84141016046,439623,79.31365295679159
39380,"Pueblo, CO",2397.3333612805773,149825,62.496523186899786
39460,"Punta Gorda, FL",748.0614581611219,155262,207.55246551755747
39540,"Racine, WI",340.0334834484781,193251,568.3293246304122
39580,"Raleigh, NC",2147.3103642808974,944725,439.9573604798273
39660,"Rapid City, SD",7810.626277930042,125998,16.13161294837829
39740,"Reading, PA",864.9433456674149,395933,457.75599290204013
39820,"Redding, CA",3842.5549827545838,175615,45.70266418780251
39900,"Reno, NV",6796.185849838512,396546,58.34831606457945
40060,"Richmond, VA",4695.794660708134,1135074,241.72138732932348
40140,"Riverside-San Bernardino-Ontario, CA",27413.52827158443,3875709,141.37942995164826
40220,"Roanoke, VA",1894.5906486569934,296405,156.448043386106
40340,"Rochester, MN",2501.1937898547553,197188,78.83755381123457
40380,"Rochester, NY",3344.556796881588,1070418,320.0477866000185
40420,"Rockford, IL",799.9670643370971,335903,419.8960369429088
40580,"Rocky Mount, NC",1049.508496091972,147027,140.09129087328088
40660,"Rome, GA",518.5961103514637,94332,181.89878041327609
40900,"Sacramento--Roseville--Arden-Arcade, CA",5302.263498505369,2034850,383.7700635914444
40980,"Saginaw, MI",814.5240842417769,207368,254.58792933426204
41060,"St. Cloud, MN",1798.866118588372,179222,99.63053845310137
41100,"St. George, UT",2429.3774907655547,119000,48.98374190603876
41140,"St. Joseph, MO-KS",1673.3407423052136,123484,73.79489238389488
41180,"St. Louis, MO-IL",8075.6195253243295,2730316,338.09368946097624
41420,"Salem, OR",1930.7920883392858,368046,190.61917760216429
41500,"Salinas, CA",3314.892752914249,405139,122.2178303185908
41540,"Salisbury, MD-DE",2294.5212688729425,345704,150.66497952743237
41620,"Salt Lake City, UT",8084.036508332899,997221,123.35681549335906
41660,"San Angelo, TX",2594.5152842857465,106587,41.081662014314446
41700,"San Antonio-New Braunfels, TX",7379.611617778956,1896328,256.96853685787033
41740,"San Diego-Carlsbad, CA",4261.664072172438,2938375,689.4900560527112
41860,"San Francisco-Oakland-Hayward, CA",2561.273806279509,4137858,1615.546916481619
41940,"San Jose-Sunnyvale-Santa Clara, CA",2689.939633497646,1729959,643.1218672928312
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",3323.6797369603255,258615,77.80984344674454
42100,"Santa Cruz-Watsonville, CA",446.64012228092525,251377,562.8177753405913
42140,"Santa Fe, NM",1909.3941415116751,137610,72.06998126172819
42200,"Santa Maria-Santa Barbara, CA",2751.9490328159372,408079,148.28726663677793
42220,"Santa Rosa, CA",1590.7283504160164,465938,292.9085911357179
42340,"Savannah, GA",1429.6163360579562,314528,220.00867789975305
42540,"Scranton--Wilkes-Barre--Hazleton, PA",1773.956430177761,556652,313.7912468031812
42660,"Seattle-Tacoma-Bellevue, WA",5984.772226005844,3198265,534.4004548915772
42680,"Sebastian-Vero Beach, FL",541.126134933544,127955,236.46058051828197
43100,"Sheboygan, WI",516.6994504432374,114454,221.5098156226382
43300,"Sherman-Denison, TX",979.3488795062184,115666,118.10500059827308
43340,"Shreveport-Bossier City, LA",3315.021688770641,424302,127.99373272195702
43580,"Sioux City, IA-NE-SD",2953.988954804643,164840,55.80251061260363
43620,"Sioux Falls, SD",2581.317599311275,206605,80.03858186808341
43780,"South Bend-Mishawaka, IN-MI",968.1857089899676,317221,327.64478658844473
43900,"Spartanburg, SC",1335.4336647825173,293722,219.9450318993076
44060,"Spokane-Spokane Valley, WA",5729.469009992172,494408,86.29211522704013
44100,"Springfield, IL",1191.2694138784875,204988,172.07526493323473
44140,"Springfield, MA",1177.6459511277553,616530,523.5274654573296
44180,"Springfield, MO",3019.3428807489026,402883,133.43400067900566
44220,"Springfield, OH",402.26088245595463,141367,351.4311387597548
44300,"State College, PA",1111.5439009925744,145543,130.93769834015066
44700,"Stockton-Lodi, CA",1425.780922957134,656985,460.78958514705295
44940,"Sumter, SC",682.4060599235087,106082,155.4528985453189
45060,"Syracuse, NY",2480.883809339849,655021,264.0272783167132
45220,"Tallahassee, FL",2476.2980422622263,344257,139.0208262998518
45300,"Tampa-St. Petersburg-Clearwater, FL",2684.5577804787586,2651580,987.7157494174413
45460,"Terre Haute, IN",1483.5963860168563,170634,115.01376089093634
45500,"Texarkana, TX-AR",2126.3202704790397,144534,67.97376764293267
45780,"Toledo, OH",1374.05735199288,616819,448.9033875517564
45820,"Topeka, KS",3287.2268509526843,228208,69.42265026031353
45940,"Trenton, NJ",228.54912455162258,362015,1583.9701889482906
46060,"Tucson, AZ",9194.624129336444,920298,100.09087778408359
46140,"Tulsa, OK",6458.587437763246,882861,136.69567974537705
46220,"Tuscaloosa, AL",2898.730067882385,212545,73.3234882250595
46340,"Tyler, TX",950.2842012363388,191362,201.3734414936439
46520,"Urban Honolulu, HI",620.2571596052395,NA,NA
46540,"Utica-Rome, NY",2710.674777828959,298574,110.14748152086865
46660,"Valdosta, GA",1630.2484054797364,126411,77.54094380653652
46700,"Vallejo-Fairfield, CA",889.4073232044437,408181,458.9359558333358
47020,"Victoria, TX",1750.4490738875463,91523,52.28543998525929
47220,"Vineland-Bridgeton, NJ",500.9115714322442,152022,303.4906931084207
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2920.92744475709,1649013,564.5511678011349
47300,"Visalia-Porterville, CA",4837.81803434068,407970,84.32933961221218
47380,"Waco, TX",1835.509991233208,240784,131.180980299773
47580,"Warner Robins, GA",782.986600384466,161847,206.70468679863623
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6399.735564492939,5273577,824.0304535798165
47940,"Waterloo-Cedar Falls, IA",1511.4323906126733,163260,108.01674028821165
48140,"Wausau, WI",1572.8195031034645,128958,81.99160790258638
48260,"Weirton-Steubenville, WV-OH",590.8234873393852,127464,215.73956136036477
48300,"Wenatchee, WA",4829.1048436269675,103369,21.405416396460602
48540,"Wheeling, WV-OH",961.3398803333939,149438,155.44762373550415
48620,"Wichita, KS",5045.308419918967,596270,118.18306243596832
48660,"Wichita Falls, TX",2675.5406826812286,151152,56.494001746415854
48700,"Williamsport, PA",1242.0943807882652,117530,94.62243917842413
48900,"Wilmington, NC",1102.2095141177929,230897,209.48558059291446
49020,"Winchester, VA-WV",1068.2562969806695,117847,110.31715921832988
49180,"Winston-Salem, NC",2039.619715095392,602805,295.54774134540423
49340,"Worcester, MA-CT",2097.0637596698766,896901,427.69371978522565
49420,"Yakima, WA",4299.498131060195,228570,53.16201868975761
49620,"York-Hanover, PA",909.6970315895413,409066,449.67278752710286
49660,"Youngstown-Warren-Boardman, OH-PA",1742.0306241262053,584222,335.36838670275563
49700,"Yuba City, CA",1251.4385020829723,155049,123.89661956374746
49740,"Yuma, AZ",5522.151460309774,NA,NA
