cbsa_fips,name,gmp,pop,a1,a2,b1,b2,quadrant,label
42200,"Santa Maria-Santa Barbara, CA",0.100449428,0.06147035,0,0,0,4,4,0
10780,"Alexandria, LA",0.10315281,0.061274865,0,0,0,4,4,0
43340,"Shreveport-Bossier City, LA",0.018298761,0.060215712,0,0,0,4,4,0
17140,"Cincinnati, OH-KY-IN",0.063511234,0.059834971,0,0,0,4,4,0
41940,"San Jose-Sunnyvale-Santa Clara, CA",0.247785576,0.058238791,0,0,0,4,4,0
35980,"Norwich-New London, CT",0.077182887,0.057768017,0,0,0,4,4,0
27180,"Jackson, TN",0.072682594,0.056644381,0,0,0,4,4,0
11500,"Anniston-Oxford-Jacksonville, AL",0.019497442,0.056330123,0,0,0,4,4,0
25540,"Hartford-West Hartford-East Hartford, CT",0.064228539,0.055512799,0,0,0,4,4,0
38860,"Portland-South Portland, ME",0.078126707,0.054412923,0,0,0,4,4,0
10580,"Albany-Schenectady-Troy, NY",0.019271949,0.054295142,0,0,0,4,4,0
41660,"San Angelo, TX",0.006119917,0.054042958,0,0,0,4,4,0
29100,"La Crosse-Onalaska, WI-MN",0.134256426,0.053824564,0,0,0,4,4,0
16180,"Carson City, NV",0.046167908,0.053701127,0,0,0,4,4,0
27060,"Ithaca, NY",0.106770697,0.052465778,0,0,0,4,4,0
31700,"Manchester-Nashua, NH",0.256796339,0.052200262,0,0,0,4,4,0
21780,"Evansville, IN-KY",0.056711193,0.0518476,0,0,0,4,4,0
41860,"San Francisco-Oakland-Hayward, CA",0.041216977,0.051325011,0,0,0,4,4,0
20220,"Dubuque, IA",0.195568768,0.050592868,0,0,0,4,4,0
30300,"Lewiston, ID-WA",0.037225937,0.050499474,0,0,0,4,4,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.098537161,0.048916618,0,0,0,4,4,0
17980,"Columbus, GA-AL",0.114317364,0.048617121,0,0,0,4,4,0
21420,"Enid, OK",0.254192809,0.047861208,0,0,0,4,4,0
46700,"Vallejo-Fairfield, CA",0.065995009,0.047655256,0,0,0,4,4,0
48140,"Wausau, WI",0.080904486,0.047152275,0,0,0,4,4,0
45940,"Trenton, NJ",0.074232189,0.044908071,0,0,0,4,4,0
22540,"Fond du Lac, WI",0.061635539,0.044575317,0,0,0,4,4,0
36980,"Owensboro, KY",0.174427449,0.044386803,0,0,0,4,4,0
41180,"St. Louis, MO-IL",0.014506009,0.041997606,0,0,0,4,4,0
41140,"St. Joseph, MO-KS",0.171186387,0.040813824,0,0,0,4,4,0
45500,"Texarkana, TX-AR",0.141447368,0.040599259,0,0,0,4,4,0
48060,"Watertown-Fort Drum, NY",0.322251022,0.040192235,0,0,0,4,4,0
16060,"Carbondale-Marion, IL",0.1632755,0.040146204,0,0,0,4,4,0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.018622994,0.039874302,0,0,0,4,4,0
14860,"Bridgeport-Stamford-Norwalk, CT",0.047782771,0.038820849,0,0,0,4,4,0
14100,"Bloomsburg-Berwick, PA",0.154407534,0.038537633,0,0,0,4,4,0
44940,"Sumter, SC",0.026068271,0.038491265,0,0,0,4,4,0
