cbsa_fips,name,cluster,age,land_use_mix,r1,st_cap,gmp_mfg_lq,chrasts,flights,transp,hist_prop,med_value_c,home_oldr1940_c,vacan_c,prop_crp1k,inf_mr,pct_smoke,pct_obese,pop_mmntm,decds_snc_peak,decl_snc_peak,poverty,gini,bad_bridge,sfund,h2o_viol,below_dipl,bach_plus,civ_lfpr,pct_undr18,pct_65ovr,low_inc_hsing,hsng_stock_age,density,immigrant
11460,"Ann Arbor, MI",8,5,0.424750649903855,1,0,1.0801834381007,104.491242197949,5.57289344627731e-6,6,12.354535310059,240700,0.152917264466762,0.0598796429140762,27.3557024400289,9.85219859201651,0.116,0.236,0.0678115176760247,0,0,0.154494047972981,0.4767,0.335907335907336,0,0.001,0.0552914606270889,0.52640949284667,0.651471237386094,0.19934507678,0.11538787263,0.0136219131041329,49,488393.274501749,0.115563186968359
11500,"Anniston-Oxford-Jacksonville, AL",7,0,0.415771968331478,0,0,1.30028529932616,23.0945857118146,0.00453208787407023,4,38.6262490553363,99900,0.125199429003275,0.193719036023176,39.2335458624296,54.2212589892621,0.244,0.315,0.0563301232082246,5,-0.336374549819928,0.205322089399835,0.4464,0.110215053763441,0.00165051908825326,0,0.190864040660737,0.175578144853875,0.578878580764039,0.2221337034,0.15547046327,0.0312218552987091,53,195705.349332365,0.025606954255538
11540,"Appleton, WI",6,4,0.446121945627609,0,0,1.76928680533535,100.046316205093,0.98386743745896,5,11.272835781307,137500,0.207121779781837,0.0568283544975299,21.2437850628805,25.6575389607197,0.16433497857913,0.297299707661348,0.119363895199452,0,0,0.0845981620423322,0.3996,0.110091743119266,0.00209257554197707,0.007,0.0661087158677826,0.27861123575047,0.710380086930938,0.249922108415,0.128264262715,0.0109757517384448,50,236111.576127898,0.0381342673874876
11700,"Asheville, NC",1,8,0.519203003608264,0,0,1.3442591220596,39.8874854534061,0.712548115656611,3,19.2399049881235,199800,0.209501187648456,0.105178147268409,23.9679357771645,44.5035792094616,0.203026903306652,0.234532329147806,0.15084337610484,0,0,0.156249197294034,0.456,0.183987682832948,0.0029513034923758,0.001,0.115039978812491,0.316945593502497,0.585130058083119,0.19363162333,0.20945709423,0.0246414921689782,44,208980.8165273,0.0553891119994877
12020,"Athens-Clarke County, GA",1,1,0.53068727928597,1,0,1.46955117053476,23.3673131911668,0.00955268247789004,2,6.67150677942821,150500,0.0459352863842395,0.158978082138022,37.5095062975966,93.208614051973,0.150067464966217,0.277181878051406,0.159333811017648,0,0,0.267711324359809,0.5081,0.0492957746478873,0,0.005,0.138288685004831,0.349642157826782,0.588670557238187,0.223559478395,0.1363182027195,0.0158082672638141,33,187879.704530596,0.0770891663513684
12060,"Atlanta-Sandy Springs-Roswell, GA",5,12,0.549071367136344,3,1,0.619284269704388,161.819244781156,8.01982123329589,100,59.2770684795225,327000,0.00435251202122368,0.0538882440722932,35.8390720945062,21.269298004852,0.147352329995207,0.267404926452273,0.240320990136255,4,-0.0454853051981763,0.155743985861297,0.4723,0.0745341614906832,0,0.141,0.118380068367239,0.358494908872869,0.670999415338623,0.252215796227143,0.127449305236643,0.0269058642115453,23,634011.990122959,0.134217282770428
12100,"Atlantic City-Hammonton, NJ",2,9,0.54508049208338,0,0,0.177846436984689,69.0122785073244,2.41829340782367,10,15.5513193538678,198200,0.261713655061704,0.21576201464834,35.6548375699784,15.7034513525571,0.201,0.268,0.0870988944850961,8,-0.414861476177528,0.151696132617193,0.4572,0.222772277227723,0.0107971927298902,0.064,0.153937272562349,0.25116053229748,0.662339131024812,0.22411205603,0.15382328846,0.0233687762388669,55,494059.744466439,0.164763813839986
12220,"Auburn-Opelika, AL",1,0,0.48141031037384,0,0,1.42427192294731,15.4237450077392,0.010739332326919,1,6.36511914707403,220000,0.0193340494092374,0.134065322035247,25.1057063609204,33.0469092503288,0.183,0.3,0.218564279011573,0,0,0.237640441712392,0.4976,0.157407407407407,0,0.473,0.114250628219268,0.340261748553106,0.607007785516806,0.21850754971,0.099381844925,0.0266609198940952,24,230844.059650393,0.0550198036852075
12260,"Augusta-Richmond County, GA-SC",3,9,0.506196745933124,0,0,1.2452790947544,45.0203424237392,0.460619914394065,13,3.76014946594127,101900,0.0720891155423428,0.175269966981187,46.026304083109,54.6270474095605,0.197997048548506,0.310764184767754,0.114458337669407,0,0,0.192171776663413,0.4671,0.19136690647482,9.17349837476187e-4,0.116,0.14720157901041,0.24422062400075,0.575862733335377,0.240115333345,0.141321981525,0.031735892688212,40,172728.718248229,0.0425369455580873
12420,"Austin-Round Rock, TX",5,8,0.54728435036174,1,1,1.100152391211,145.672010035685,2.30214507761663,24,3.83927632270958,240800,0.0289129062795835,0.0764831177027454,38.7207515750553,8.30476887750008,0.13523882484132,0.24068784671574,0.373291576082825,0,0,0.141623064683096,0.4666,0.00982717722805829,0,0.069,0.113750101750102,0.416707366707367,0.701051035149461,0.250334010384,0.1089215146694,0.0156432566562137,31,406714.156056201,0.147568093488201
12540,"Bakersfield, CA",9,5,0.452221087676611,0,0,0.670057915221652,49.5873816562681,0.180793855194428,15,1.07836387315123,199600,0.0342836760594925,0.0673064958980697,36.3850310433988,3.74767516936331,0.16,0.28,0.269005282288841,0,0,0.234640608274227,0.4589,0.0368098159509202,2.45944377219648e-4,0.132,0.26581839641475,0.15397215237702,0.587434336657193,0.29658474941,0.096461850383,0.0156806399358959,31,103251.261694655,0.203428065830692
12580,"Baltimore-Columbia-Towson, MD",2,19,0.48766278169548,1,1,0.516816152688095,606.274829869232,3.99894223471951,103,8.18934576226633,152400,0.459472848780192,0.183532337805458,30.9659991241433,9.7713029497654,0.175101293521147,0.289511081912781,0.0616903134124091,6,-0.352786330114098,0.109986106293335,0.4551,0.106047700170358,0.00269078636309471,0.077,0.101899421550888,0.372712029068818,0.667416949860323,0.227533139497143,0.140161545027143,0.0407520829113968,74,1041906.69121689,0.0964366611813484
12620,"Bangor, ME",2,0,0.606608802648077,0,0,0.59943595022379,110.298653498546,1.98186545464071,9,47.2859178650084,148600,0.360668480373105,0.0867340329058168,30.3008647180733,34.6838494344521,0.202,0.317,0.0621312595311864,5,-0.178017064144737,0.170151637162706,0.4468,0.280701754385965,5.88692396449007e-4,0.039,0.09245567710298,0.244530365899661,0.608499441750794,0.18776244751,0.16008972119,0.0214162488543857,62,45306.6498693103,0.0264017153620053
12700,"Barnstable Town, MA",10,0,0.648019098310235,0,0,0.229950640404733,74.0923189616158,0.500804822402523,16,45.8596841599172,349000,0.109286586042383,0.278708532120271,30.1730526939895,22.8405516573917,0.142,0.183,-0.0285380011699591,1,-0.0745906610066707,0.0868255699226255,0.457,0.0769230769230769,0.00253987605404856,0.201,0.0490520376023058,0.400691969986258,0.600035757047118,0.16188659938,0.27126843109,0.0101047045768732,42,548328.761556436,0.0678785282586629
12940,"Baton Rouge, LA",1,6,0.508995265657633,1,1,1.99147409492541,91.9097979481745,0.48925681533570903,10,6.55519572640374,156400,0.0536351984658885,0.13436194464284,39.0457352621459,54.1553262864738,0.181931535948761,0.342696887093358,0.136706361291437,0,-0.00774751299603909,0.17642715979318,0.4676,0.298507462686567,4.96658728404658e-4,0.113,0.131948309381314,0.271722639423627,0.640333940705193,0.227983916121111,0.133048281935889,0.0233715288531021,45,199280.341502542,0.0367611095051478
12980,"Battle Creek, MI",7,2,0.385532005295785,0,0,2.95634346180776,71.313452060098,6.03064460890153e-4,9,12.2528998529652,81100,0.295580787453031,0.157449763110603,36.3899728035947,37.0659865064999,0.258,0.35,-0.0133275356016958,2,-0.0374673141576391,0.174817604500995,0.4465,0.311320754716981,0.00424790790535661,0,0.0995375467958599,0.201079057476327,0.588273189860417,0.23320889995,0.15920807039,0.0219876144673562,62,192778.556560894,0.0327620743378589
13020,"Bay City, MI",7,6,0.499732380092975,0,0,1.51145884460303,19.6494288229114,0,5,5.57793616361946,67700,0.449085838239851,0.123706228695383,24.2272967681473,46.6375333818888,0.232,0.318,-0.0216599943716695,5,-0.374841429744049,0.150099724570235,0.4366,0.426751592356688,0,0,0.106744492863711,0.182918215861086,0.586721618064695,0.21296989666,0.17769956567,0.0137128826185571,73,243660.411485417,0.0138990421563666
13140,"Beaumont-Port Arthur, TX",3,8,0.472766435308493,0,0,3.94001500864534,98.5434394580076,0.0136404036051212,15,3.02904092991557,98000,0.0570027639998485,0.125496952027564,37.4615750684896,38.4475520735849,0.233668282128365,0.342556808530716,0.00949128775091537,5,-0.00735053492762744,0.176074610158825,0.4754,0.0423076923076923,4.7606805868967e-4,0.127,0.151618018178976,0.167727479137355,0.573059854115186,0.244561013486667,0.142412589696667,0.0401039260969977,43,191945.880583088,0.0785639458213683
13380,"Bellingham, WA",8,2,0.579313960107388,0,0,2.11535797177545,94.1733338358049,2.71818884136346,9,13.4585805317513,285900,0.200477916941332,0.0726214018896946,29.8946007755792,16.6496815286624,0.138,0.251,0.205774095699402,0,0,0.160370666177207,0.4499,0.0919540229885057,4.74639985570944e-4,0.005,0.0876031336254678,0.325042964594198,0.629461976202794,0.20304042103,0.14912310458,0.0252200498308146,38,95469.0866977398,0.110294543698696
13460,"Bend-Redmond, OR",8,1,0.635260444491641,0,0,0.657620101343162,81.3185179268321,1.31091243124815,10,8.74818885152683,271300,0.0515596380436863,0.087017140982531,30.5896673492548,21.9146303742654,0.123,0.23,0.367228063484359,0,0,0.146428463468456,0.4677,0.0410958904109589,0,0.015,0.0651284997381005,0.32562560194650503,0.61301341827356,0.21847017848,0.17441580197,0.0139410318809387,22,52260.7920641179,0.0440097946249595
13740,"Billings, MT",8,5,0.533182830806707,0,0,1.56317831007148,61.748382189526,2.6170379658076,6,5.10160700620696,191200,0.0839214352521044,0.0627497661763455,37.8677633660234,50.8041692551943,0.170003170200119,0.256468357440063,0.137836203421068,0,0,0.115561800197701,0.4591,0.105121293800539,2.13580289102279e-4,0,0.0734961053725431,0.284845147480704,0.671771171046883,0.212502597495,0.183307100115,0.0125548328543337,42,33945.1696681817,0.0195609412564657
13780,"Binghamton, NY",2,9,0.369364619020757,0,0,1.63628416822174,35.044301276319,0.428843183481018,5,14.6566164154104,85300,0.498492462311558,0.165452261306533,24.0421094448307,36.0206297502714,0.183756135939326,0.277271256330731,-0.00235811667723526,6,-0.433869648213799,0.161501336875914,0.4497,0.187039764359352,0.00408373285853133,0.042,0.0992206325074962,0.266060558716958,0.596255468921859,0.21040643417,0.173661554525,0.0176634672798082,77,205595.53076276,0.0551326663766855
13820,"Birmingham-Hoover, AL",1,10,0.486912012150203,1,0,0.76856623032332,106.212756634461,1.23291467616116,36,9.23803940379115,86800,0.165050009771003,0.200802998809714,39.2903560808925,33.4032468192444,0.215327865547451,0.327366398546608,0.0720454878078914,5,-0.377632470584094,0.167777168887522,0.4785,0.0950959488272921,3.78823034713449e-4,0.013,0.130903690341042,0.282507555375851,0.609904937611843,0.232288020221429,0.149070949818571,0.0355377283967238,54,213665.093919701,0.0396942930724934
13900,"Bismarck, ND",6,1,0.564064414197593,0,1,0.691924841918126,485.895596717033,1.84545658098937,3,5.47539293996393,183100,0.0553980932749291,0.0429013140943056,18.3767087397384,64.3433459706426,0.144779527559055,0.288589238845144,0.148439067135422,0,0,0.091019397164901,0.4309,0.207920792079208,0,0,0.0730995562415589,0.313332047076982,0.717053588800934,0.229425396765,0.14500105217,0.0421126319473868,38,32250.7951850561,0.0147722576515109
13980,"Blacksburg-Christiansburg-Radford, VA",1,0,0.454211139029688,1,0,2.53944099455907,30.3331444260428,5.50215409332754e-4,2,33.8308457711443,275400,0.0409950248756219,0.102819237147595,25.2028129947594,167.470989132437,0.169545804414568,0.284153513175317,0.0772515733248718,0,0,0.210416679137311,0.4743,0.132832080200501,0,0.045,0.122008623622105,0.322990502983332,0.576235479810333,0.17089602501,0.14561715319475,0,36,166185.245962779,0.056171806606753
14010,"Bloomington, IL",8,3,0.520549348176586,0,0,0.526334849095546,53.7603015632507,1.26802806565547,4,6.53090304577569,163800,0.170337825803004,0.0764709374814463,23.3975677980759,20.3855294428307,0.112,0.308,0.127226074066196,0,0,0.142686935992763,0.456,0.0546623794212219,0,0.024,0.0525136087095741,0.415184637086654,0.688234367410169,0.22134362457,0.10938063637,0.0162970708629286,38,157289.289999831,0.0599888127829785
14020,"Bloomington, IN",1,3,0.45060125767718,1,0,1.48367816350397,147.99427456712,0.0118132349299722,7,7.78722894453097,173400,0.0987780040733198,0.0945249790343836,28.9245114495162,93.0017178280678,0.202628074929458,0.257754540143445,0.0980479299852997,0,0,0.234646304954758,0.4992,0.236842105263158,0.00226879126364111,0.02,0.0907597405350405,0.395207105609022,0.6122221503103,0.203551642393333,0.150959451756667,0.0302709052619515,36,120661.125774225,0.0724650969461356
14260,"Boise City, ID",8,4,0.633938225612713,0,1,1.12985541603726,39.9591717645947,1.93159789572897,9,14.3218288541452,180200,0.0665205550793668,0.0569726691766033,20.8139135852648,27.5143565443876,0.162955945042766,0.264841734017249,0.326394028052663,0,0,0.149429852818835,0.4469,0.0907894736842105,0,0.048,0.0949714796414584,0.302922769210917,0.643194838647164,0.252112666702,0.162058970934,0.0271348478977709,36,52403.7023186238,0.0694916503173156
14460,"Boston-Cambridge-Newton, MA-NH",11,18,0.601653933777597,7,1,0.83601136985502,253.750450587633,2.99906416011827,309,6.6063241191867,393600,0.531259761382445,0.0798036772810668,21.9835204015367,5.30979680794899,0.137024367865553,0.231824678304487,0.0366762430818446,6,-0.160036134776728,0.104065872474527,0.4811,0.200369003690037,0.00946260978777947,0.097,0.0902851578800946,0.446356006862336,0.690263855517178,0.208367408662857,0.141679186518571,0.0470559889990515,78,1305381.93100324,0.173341726017214
14500,"Boulder, CO",8,4,0.563804623630617,1,0,1.23921313541221,55.9614149017447,9.39343461543279e-6,2,14.1325317421149,512600,0.0834268024586119,0.0541298398313069,23.4649502490096,9.71495055264689,0.115,0.15,0.0917409771175699,0,0,0.14057494140905,0.4754,0.0583941605839416,0.00275372096545457,0.058,0.058793962271738,0.588995169616334,0.69772745144295,0.20500696666,0.11677224172,0.0197858778008155,42,405577.661815528,0.106695437890282
14540,"Bowling Green, KY",3,0,0.43144872836693,0,0,1.81864895144687,96.0270607233608,0.00445272982022845,5,29.2534519073251,141300,0.0700522661674078,0.0945081519619315,28.6694243090677,76.7732584473231,0.25818328649608,0.296225676675048,0.209156538601847,0,0,0.194598461813629,0.4623,0.0220588235294118,0,0.137,0.157264031414119,0.232356155639163,0.622539035980991,0.212661917395,0.152506666055,0.0169707075131767,35,187806.697612732,0.0680873085938689
14740,"Bremerton-Silverdale, WA",6,0,0.479949228436725,0,0,0.166307194243446,15.4337699082385,3.88265912175019e-4,2,5.69897988260101,178300,0.226363480936912,0.11198495469311,25.7074936388288,14.3029484148048,0.169,0.303,0.082614487280628,0,0,0.106442973083247,0.4265,0.0614035087719298,0.0202562414543981,0,0.0545286240779177,0.303466396821655,0.564328302141227,0.21231414981,0.1529011529,0.022734591356991,56,635876.335645921,0.06415962981667
14860,"Bridgeport-Stamford-Norwalk, CT",2,11,0.515033445035007,0,0,1.23661132027309,611.020414470499,2.61588750839879e-4,37,28.6755687609045,169100,0.388139370173954,0.129938330252725,17.6390653872159,3.01931734896869,0.12,0.196,0.0388208487287651,6,-0.0804806280677214,0.0897441181447047,0.5427,0.16945107398568,0.00320056329914065,0.003,0.103356267090059,0.458120692045011,0.685193778742647,0.23870310159,0.14223154705,0.0321766110310379,68,1467184.62449391,0.208601644923366
15180,"Brownsville-Harlingen, TX",9,4,0.468938987122741,0,0,0.692824549282762,69.4778778461043,1.09334464036991,8,3.00459526334394,83500,0.021898197242842,0.0886709084482149,45.4901285017971,5.59330800649223,0.136,0.277,0.211775901105818,0,0,0.33808731325954,0.4956,0.0202898550724638,0,0.051,0.352369461202413,0.163898481381319,0.550565182609045,0.32015500532,0.12004045284,0.0442855765389754,28,455955.641359494,0.243968732877614
15260,"Brunswick, GA",3,0,0.508930180546409,0,0,0.730812503931163,169.471875727352,0.270570588691672,2,13.8389150290617,91800,0.156794907279269,0.15250484362026,47.9220432499778,143.225871246359,0.203982548511255,0.288551880489281,0.20770818107562,5,-0.246832235174861,0.193751558992267,0.4751,0.0518134715025907,0.00233207142357413,0,0.147820085125963,0.224778557460025,0.591994871057955,0.223844334233333,0.174173802846667,0.0234941605093806,51,87351.6219556751,0.0427838391621863
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",2,15,0.490442227358832,1,0,1.3681838562549,78.8286787699409,2.36181302467341,57,10.2925817730486,68800,0.642204126114399,0.16335689527298,30.2049565437174,8.5689234342046,0.174875238855806,0.289650784470313,-0.0295715534680043,6,-0.557166300083429,0.147905654984787,0.4566,0.198446937014668,0.001916871665442,0.001,0.0955790225032025,0.299848958963999,0.628287082947061,0.2065524837,0.16665508615,0.0369784133920054,78,725541.675984793,0.0615540258546455
15500,"Burlington, NC",3,0,0.469643810151458,0,0,1.75492660876351,6.22574490131163,1.32679622937148e-4,2,18.6993559110742,121800,0.074714315395803,0.104009972989819,38.278050168397,30.0388927018989,0.238,0.332,0.155435779816514,0,0,0.192064016930097,0.4608,0.18695652173913,0,0.305,0.167948730322655,0.216110569545117,0.625049569855054,0.22904170283,0.15721799738,0.0227125243348475,46,356491.484644053,0.0777608883278156
15540,"Burlington-South Burlington, VT",8,0,0.596991799551266,0,0,1.05546340044238,190.904861731831,2.83367274536726,8,34.1276493833074,265800,0.420668183451084,0.0328703149323434,27.619863581068,60.8311286055366,0.128177333434027,0.22910847628951,0.0622055518404738,0,0,0.106281277131235,0.4387,0.0648148148148148,0.00159731650826611,0.017,0.0720430938217674,0.423409440468582,0.70294920069446,0.20425909917,0.14287356252,0.0301035007286536,65,168725.341426404,0.0654869560770128
15940,"Canton-Massillon, OH",2,10,0.523601233397293,0,0,2.01904625016677,56.4955084173747,0,7,18.9436148874526,71100,0.412497214174281,0.158123467795855,25.5019341494217,23.065453076947,0.219984153832458,0.309632670320866,-0.00617299119758978,6,-0.389942863008074,0.147400826005456,0.4443,0.149152542372881,0.00206211077659092,0.02,0.102424192384597,0.211324385156892,0.629204021231018,0.21958186539,0.179781450145,0.0233090600428878,70,416981.482245226,0.0195790152228889
15980,"Cape Coral-Fort Myers, FL",5,2,0.465182085901667,0,0,0.21945300113943,45.957367852737,5.17706152009596,6,4.87829927082263,156900,0.0018101057820684,0.243003491835268,26.1945781360605,6.3251689012529,0.197,0.259,0.403426720618388,0,0,0.160969681385154,0.4755,0,0,0.005,0.130481692103666,0.260072459177856,0.529985752535849,0.18915922343,0.2566119359,0.00900535085071314,21,788713.974327924,0.154687158624327
16180,"Carson City, NV",1,1,0.545030355773058,0,1,0.821545812007217,104.861154417564,0.105537315896627,2,14.9126544524925,186000,0.0117596932253941,0.07993182786536,20.4978832724246,91.6577995318153,0.214,0.23,0.0537011266370551,0,-0.00962477837681369,0.167646048765597,0.4487,0,0,0,0.131997199823693,0.207161191630584,0.596734400933028,0.2080066568,0.18579881657,0.0687260332339156,35,382095.949122079,0.117029477625638
16220,"Casper, WY",6,3,0.555664231358516,0,0,0.297085669652411,161.249957409526,1.07100440507192,2,8.09155010981389,182800,0.129541864139021,0.0824182175471044,37.7468522200133,56.0975609756098,0.262,0.271,0.134023717553695,0,0,0.107363608500204,0.4372,0.278571428571429,1.87253644424055e-4,0.026,0.0876634919446887,0.218625451415527,0.692295492752244,0.23672088227,0.12620256135,0.0169611507531997,45,14128.2874717949,0.0285835697591581
16300,"Cedar Rapids, IA",6,8,0.556759786566643,0,0,1.1938272913996,77.7217636445647,1.848616749361,8,9.82555333379301,136400,0.165052058194856,0.0807419154657657,25.7253392448758,38.7924723310796,0.171579176431202,0.283232579985909,0.0872992454579943,0,0,0.0982777832078976,0.4263,0.197974217311234,4.97819550369382e-4,0.112,0.0593159490323904,0.29289279934353,0.695129313467436,0.231368170373333,0.162555672506667,0.0110924045527087,46,128407.574822278,0.0285129827416417
16580,"Champaign-Urbana, IL",1,4,0.475529791841857,1,0,0.878498671202069,127.190326549058,0.361572322833328,6,14.1292829388909,150400,0.124935467217346,0.100942857919191,24.1320303028977,56.46875,0.141120039986883,0.275275015603347,0.102798715967186,0,0,0.209966017692665,0.4871,0.0704671417260491,0,0.043,0.0604843932133143,0.402171566722791,0.638429836791602,0.21626735698,0.16002443127,0.0225819656153756,41,120708.035542322,0.10374169829222
16620,"Charleston, WV",7,8,0.478088680591158,0,1,0.580811456171573,234.46114027215,1.23700671761538,7,24.8341158666718,144400,0.220829614683171,0.116603934655233,26.8812973638743,108.766182507105,0.236983564783718,0.313072117645083,-0.0172816380577131,5,-0.427269336565807,0.171544087584609,0.469,0.337611056268509,3.95610308022186e-4,0.009,0.133689438196625,0.227423410350392,0.561702710851629,0.224227362008,0.168155763224,0.0470789583236967,60,89834.3975250619,0.0151436660980163
16700,"Charleston-North Charleston, SC",1,12,0.554151793458389,0,0,0.974452563947155,113.086026545749,1.72472821634167,30,18.5963912948785,255600,0.134664678583994,0.121278627552815,36.0392845854245,16.6959470813792,0.193757747296611,0.297578866390885,0.210504650904408,0,0,0.154411881228057,0.4681,0.145953757225434,7.7274378134442e-4,0,0.107292125289258,0.32587643429325,0.642615903665401,0.235954525246667,0.12315315388,0.0217105071608117,34,256785.463143985,0.0503754394635456
16740,"Charlotte-Concord-Gastonia, NC-SC",5,8,0.51309040754011,0,0,0.999368638790911,49.3605437438668,8.26115136111126,62,2.31052911116646,172000,0.0315312206495287,0.083326081672703,35.3384146815312,13.2007662445541,0.169311085301329,0.265739059520225,0.321387983596503,0,0,0.149289519423451,0.4776,0.161805173362686,0.00259304157293902,0.052,0.125794992338901,0.322469675084195,0.6717500384286,0.249060783551667,0.126579697581833,0.0135437435160718,28,718600.535463085,0.0947365135505851
16820,"Charlottesville, VA",8,0,0.541270113807867,1,0,0.431436114748042,115.809872164661,1.0025401500562101,2,26.6519159207483,285300,0.173790606456804,0.107311676556371,22.7724884525127,104.021235050037,0.0804410391620909,0.267029891633004,0.158245269249114,0,0,0.138404598638037,0.4757,0.182341650671785,0.00121650061433281,0.046,0.114505176885158,0.414230000197969,0.602535614846052,0.20249659549,0.1621117492972,0.016202164318965,51,133027.383428829,0.0815257475452082
