ID,NAME,IMMIGRANT,GINI,PCT_UNDR18,PCT_65OVR,PCT_BLK,PCT_AZN,PCT_HISP,PCT_WHT,PCT_NOT_ENGL,PCT_RURL,HOUSING_UNTS,AREA_TOTAL,AREA_LAND,POP_10,POP_EST_15,AGE,LAND_USE_MIX,DORMS,R1,R_UNIV,ST_CAP,TXMPT_HOSP,HOSP_ASSTS,HIST_BLDGS,HIST_DISTRICT,TOT_HOUSING_UNTS,PCT_BUILT_PRE1940,MED_YR_BUILT,MED_VALUE,EMP2007,EMP2007_MFG,EMP_MFG_LQ,GMP2007,GMP_LQ_33,GMP2007_MFG,GMP_MFG_LQ,TXMPT_CHRTY,CHRTY_ASSTS,TXMPT_ARTSORG,ARTSORG_ASSTS,X_ENPLANE,INTRMDL_FREIGHT,INTERMODAL_BUS,INTERCITY_RAIL,LOCAL_RAIL,BIKESHARE,VIO_CRP1K,PROP_CRP1K,X_MSA_POP,AY,AZ,POP_MMNTM,DECDS_SNC_PEAK,DECL_SNC_PEAK,PEAK_POP_YR,PEAK_POP,SUPERFUND,POLLUTE,H2O_VIOL,FOOD_DES,HH_WDISAB,PCT_WDISAB,INF_MR,PCT_SMOKE,PCT_OBESE,DRUG_DEATH,BELOW_DIPL,BACH_PLUS,UNDR18_POP,FREE_LUNCH_RATIO,PUB_SCHLS,TOT_BRDG,POOR_BRDG,DEFIC_BRDG,MED_HHINC,PCT_WLFR,PCI,PCT_FOODSTMPS,CIV_LFPR,UNEMP_RT,POVERTY,VACANCY,PCT_RENT,MED_GR_RENT,LOW_RENT_UNTS,SEC8_UNTS,PCT_NO_DIPLOMA_C,PCT_BCHLRS_PLUS_C,HOME_NEWR2000_C,HOME_OLDR1940_C,MED_VALUE_C,HSNG_UNITS_C,OCCUPIED_C,VACANT_C,OWNR_OCC_C,RNTR_OCC_C,MED_GR_RENT_C,HIST_BLDG_C,HIST_DIST_C,MED_AGE_C,BAD_BRIDGE,HIST_PROP,DENSITY,TRANSP,CHRASTS,SFUND,FLIGHTS,VACAN_C,LOW_INC_HSING,HSNG_STOCK_AGE
11260,"Anchorage, AK",0.084751508,0.4187,0.26403076,0.088115319,0.034436517,0.051015789,0.065559991,0.708036994,0.014223972,0.272055081,154361,27218.61,26312.58,380821,399790,3,0.382845503,0,0,0,0,1,3308,44,9,155394,0.004414585,1983,272300,182.579,2.29,0.12948017,29890355.84,0.031275408,267190.2802,0.069373617,104,627962463,7,2251187,2270195,6,8,14,0,0,7.397646758,31.90634684,319605,380821,402557,0.191536428,0,0,2016,298192,2,0,0.223,0.124,0.215,0.105,17.61074538,0.181566753,0.275019072,75,0.071913726,0.301719241,101945,0.240443376,143,232,17,17,76917,0.060466857,35215,0.088983144,0.685702732,0.073671341,0.086378015,0.123048509,0.36412202,1181,1258,4547,0.070132066,0.331959852,0.146901817,0.003821779,290500,114083,105175,8908,63120,42055,1197,25,4,1980,0.146551724,2.191386973,14472.96312,28,1570.730791,7.60E-05,5.678468696,0.078083501,0.037356655,37
11460,"Ann Arbor, MI",0.115563187,0.4767,0.199345077,0.115387873,0.125702913,0.084191509,0.043569332,0.714236111,0.013544217,0.16446485,147573,722.42,705.97,344791,358880,5,0.42475065,14455,1,2,0,2,8679395,62,13,149098,0.120799742,1976,208200,204.784,19.024,0.959012833,22485286.56,1.74292314,3129616.874,1.080183438,39,37499817,8,7661544,2,1,4,1,0,14,3.410761882,27.35570244,322895,344791,364709,0.067811518,0,0,2016,120782,0,12.7,0.001,0.141,0.179,0.087,9.852198592,0.116,0.236,65,0.055291461,0.526409493,70616,0.168616178,98,259,42,45,61003,0.019526752,34738,0.105861647,0.651471237,0.073540844,0.154494048,0.073984896,0.40228295,953,548,1483,0.035665907,0.71912136,0.081818906,0.152917264,240700,50184,47179,3005,21123,26056,1063,62,13,1968,0.335907336,12.35453531,488393.2745,6,104.4912422,0,5.57E-06,0.059879643,0.013621913,49
11500,"Anniston-Oxford-Jacksonville, AL",0.025606954,0.4464,0.222133703,0.155470463,0.206551535,0.008335047,0.034830729,0.731419613,0.008348995,0.336968256,53289,612.29,605.87,118572,115620,0,0.415771968,0,0,0,0,0,0,46,12,53296,0.06375713,1977,105900,54.947,7.372,1.385032434,4427220.506,1.841198401,741762.7837,1.300285299,8,2670196,0,0,524,1,2,1,0,0,4.309617785,39.23354586,112249,118572,114611,0.056330123,5,-0.33637455,1960,33320,1,12.9,0,0.172,0.382,0.2,54.22125899,0.244,0.315,22,0.190864041,0.175578145,25931,0.353399406,38,372,15,26,41703,0.019732471,21374,0.202639855,0.578878581,0.122788511,0.205322089,0.152769439,0.30949639,637,1192,472,0.201551357,0.212310772,0.063817281,0.125199429,99900,11909,9602,2307,5324,4278,600,46,12,1964,0.110215054,38.62624906,195705.3493,4,23.09458571,0.001650519,0.004532088,0.193719036,0.031221855,53
11540,"Appleton, WI",0.038134267,0.3996,0.249922108,0.128264263,0.008283151,0.02793276,0.038352682,0.903382858,0.014651316,0.261366687,92844,1041.67,955.76,225666,233007,4,0.446121946,0,0,0,0,0,0,37,11,94481,0.15623247,1978,158100,123.294,22.827,1.91128521,11433310.31,1.013655135,2606546.419,1.769286805,37,23311492,1,12402,229248,4,1,0,0,0,1.559827355,21.24378506,201602,225666,234079,0.119363895,0,0,2016,74370,2,11.4,0.007,0.091,0.195,0.096,25.65753896,0.164334979,0.297299708,21,0.066108716,0.278611236,56533,0.163232095,96,327,14,22,60809,0.017016882,28852,0.07930361,0.710380087,0.037188404,0.084598162,0.05708026,0.267095456,733,350,687,0.076629797,0.320743255,0.092205166,0.20712178,137500,30161,28447,1714,19147,9300,682,34,10,1967,0.110091743,11.27283578,236111.5761,5,100.0463162,0.002092576,0.983867437,0.056828354,0.010975752,50
11700,"Asheville, NC",0.055389112,0.456,0.193631623,0.209457094,0.030464948,0.00796796,0.05558864,0.888298844,0.016959745,0.508523203,213637,2041.43,2033,424858,446840,8,0.519203004,0,0,0,0,0,0,134,55,216383,0.093782783,1984,182500,181.628,20.944,1.190406889,15293119.41,1.322939795,2648953.324,1.344259122,46,17823324,1,885,318395,2,1,0,0,0,2.244118039,23.96793578,369171,424858,452319,0.150843376,0,0,2016,89121,6,13.1,0.001,0.145,0.268,0.148,44.50357921,0.203026903,0.234532329,78,0.115039979,0.316945594,85730,0.293176251,103,1299,118,121,44704,0.018230137,26322,0.124487671,0.585130058,0.067813187,0.156249197,0.156588087,0.324339726,789,2147,3185,0.077104322,0.464267143,0.183752969,0.209501188,199800,42100,37672,4428,19100,18572,866,81,34,1973,0.183987683,19.23990499,208980.8165,3,39.88748545,0.002951303,0.712548116,0.105178147,0.024641492,44
12020,"Athens-Clarke County, GA",0.077089166,0.5081,0.223559478,0.136318203,0.144781474,0.024087734,0.058984039,0.756201248,0.017417337,0.618273173,81719,1035.04,1024.81,192541,203189,1,0.530687279,7618,1,1,0,0,0,47,37,82615,0.050826121,1986,157800,93.104,9.468,1.049804699,7247252.838,0.838098154,1372313.576,1.469551171,18,4747981,1,182887,1941,0,2,0,0,0,3.656668993,37.5095063,166079,192541,205290,0.159333811,0,0,2016,123371,0,13.1,0.005,0.146,0.228,0.112,93.20861405,0.150067465,0.277181878,13,0.138288685,0.349642158,39986,0.357425099,42,284,6,8,40308,0.012427261,22165,0.135784031,0.588670557,0.080825299,0.267711324,0.140918719,0.457061136,791,1306,0,0.138106857,0.401463964,0.196750584,0.045935286,150500,50963,42861,8102,17149,25712,789,34,25,1984,0.049295775,6.671506779,187879.7045,2,23.36731319,0,0.009552682,0.158978082,0.015808267,33
12060,"Atlanta-Sandy Springs-Roswell, GA",0.134217283,0.4723,0.252215796,0.127449305,0.24400807,0.025449541,0.066631581,0.645991264,0.021213627,0.39354498,2165495,8481.04,8338.53,5286728,5710795,12,0.549071367,27700,3,7,1,4,7807623,352,182,2202308,0.032055916,1990,168100,2484.203,174.983,0.727155644,326985357.5,0.449558748,26092373.57,0.61928427,509,924116534,62,50975688,45799555,52,9,1,38,3,4.301266615,35.83907209,4247981,5268860,5789700,0.24032099,4,-0.045485305,1970,495039,0,13.2,0.141,0.156,0.207,0.099,21.269298,0.14735233,0.267404926,793,0.118380068,0.358494909,1414144,0.348712012,1147,4186,125,187,57000,0.018075503,29233,0.1338583,0.670999415,0.094927811,0.155743986,0.108064812,0.364556416,977,11442,47813,0.032892438,0.632867482,0.229812635,0.004352512,327000,24124,22824,1300,14287,8537,1184,143,59,1994,0.074534161,59.27706848,634011.9901,100,161.8192448,0,8.019821233,0.053888244,0.026905864,23
12100,"Atlantic City-Hammonton, NJ",0.164763814,0.4572,0.224112056,0.153823288,0.147910912,0.080848395,0.181561795,0.572046893,0.059059005,0.127135775,126647,671.83,555.7,274549,274219,9,0.545080492,0,0,0,0,0,0,31,8,127435,0.142245066,1973,225600,152.413,3.832,0.259550633,15322105.73,0.101936494,351122.6596,0.177846437,27,18924478,4,677478,663142,1,5,0,4,0,5.317812121,35.65483757,252552,274549,270991,0.087098894,8,-0.414861476,1930,66198,6,11.2,0.064,0.154,0.27,0.129,15.70345135,0.201,0.268,68,0.153937273,0.251160532,61824,0.340822334,82,202,22,23,54461,0.035975957,28005,0.136891316,0.662339131,0.124771206,0.151696133,0.201020128,0.330236304,1047,1788,1190,0.304488316,0.154667612,0.058543193,0.261713655,198200,19934,15633,4301,4279,11354,844,31,8,1962,0.222772277,15.55131935,494059.7445,10,69.01227851,0.010797193,2.418293408,0.215762015,0.023368776,55
12220,"Auburn-Opelika, AL",0.055019804,0.4976,0.21850755,0.099381845,0.231380811,0.030775245,0.038593283,0.683111049,0.016657335,0.27409499,62391,615.85,607.54,140247,156993,0,0.48141031,4702,0,1,0,0,0,16,8,64964,0.027461363,1992,154300,56.074,6.837,1.258701198,4009941.581,1.552073269,735912.5215,1.424271923,13,2421420,0,0,1686,0,1,0,0,0,1.853872097,25.10570636,115092,140247,158991,0.218564279,0,0,2016,63118,0,12.9,0.473,0.174,0.227,0.117,33.04690925,0.183,0.3,17,0.114250628,0.340261749,32980,0.29590661,37,216,12,22,44570,0.010232461,24356,0.122789526,0.607007786,0.072658467,0.237640442,0.119958746,0.409613265,792,937,795,0.056793836,0.601766585,0.3462227,0.019334049,220000,25137,21767,3370,9473,12294,813,16,8,1993,0.157407407,6.365119147,230844.0597,1,15.42374501,0,0.010739332,0.134065322,0.02666092,24
12260,"Augusta-Richmond County, GA-SC",0.042536946,0.4671,0.240115333,0.141321982,0.365147777,0.013778805,0.044776275,0.556326756,0.012059083,0.452849558,236949,3324.86,3270.29,564873,590146,9,0.506196746,825,0,1,0,1,333008,80,33,247354,0.04975056,1984,128200,234.419,23.819,1.048936791,20380001.4,0.705529468,3270138.455,1.245279095,40,26568575,3,101881,271833,7,6,0,0,1,3.936176427,46.02630408,499684,556877,594919,0.114458338,0,0,2016,197081,3,12.8,0.116,0.184,0.278,0.145,54.62704741,0.197997049,0.310764185,101,0.147201579,0.244220624,137140,0.431471489,154,695,58,75,46518,0.019392194,24199,0.165997367,0.575862733,0.097550404,0.192171777,0.15234037,0.327015529,773,3104,4746,0.168531469,0.20544342,0.143014935,0.072089116,101900,85103,70187,14916,36906,33281,788,32,13,1977,0.191366906,3.760149466,172728.7182,13,45.02034242,9.17E-04,0.460619914,0.175269967,0.031735893,40
12420,"Austin-Round Rock, TX",0.147568093,0.4666,0.25033401,0.108921515,0.062443888,0.030667499,0.354882256,0.535137313,0.049195321,0.310620801,706505,4280.08,4219.89,1716289,2000860,8,0.54728435,14885,1,2,1,12,16350419,347,50,747159,0.025588931,1992,208700,786.484,65.947,0.86561297,92870598.8,1.801398858,13165165.61,1.100152391,275,291469298,27,20984735,4606270,8,4,3,9,50,3.347338356,38.72075158,1249763,1716289,2056405,0.373291576,0,0,2016,947890,0,8.7,0.069,0.161,0.188,0.092,8.304768878,0.135238825,0.240687847,186,0.113750102,0.416707367,462579,0.291468052,544,2951,13,16,63437,0.015040376,32889,0.088866901,0.701051035,0.061376148,0.141623065,0.077468116,0.420432685,1044,3138,8550,0.124642738,0.469432274,0.250123593,0.028912906,240800,380280,351195,29085,157382,193813,1047,146,29,1986,0.009827177,3.839276323,406714.1561,24,145.67201,0,2.302145078,0.076483118,0.015643257,31
12540,"Bakersfield, CA",0.203428066,0.4589,0.296584749,0.09646185,0.052625549,0.049568118,0.508808921,0.369272234,0.112803659,0.10206031,284367,8162.64,8131.92,839631,882176,5,0.452221088,0,0,0,0,1,15724,13,5,289529,0.045363331,1981,167400,292.789,13.269,0.467845052,39132374.91,0.233928757,3378654.485,0.670057915,75,43744798,8,890461,159492,6,7,2,0,0,5.810885973,36.38503104,661645,839631,884788,0.269005282,0,0,2016,376380,2,9.2,0.132,0.171,0.261,0.111,3.747675169,0.16,0.28,219,0.265818396,0.153972152,256286,0.427502868,270,652,12,12,49026,0.06857913,20644,0.165001925,0.587434337,0.126591804,0.234640608,0.103025949,0.43348094,888,955,3585,0.20409191,0.208572585,0.288462336,0.034283676,199600,120553,112439,8114,63539,48900,983,13,5,1986,0.036809816,1.078363873,103251.2617,15,49.58738166,2.46E-04,0.180793855,0.067306496,0.01568064,31
12580,"Baltimore-Columbia-Towson, MD",0.096436661,0.4551,0.227533139,0.140161545,0.207931095,0.048358426,0.046910332,0.673771653,0.015407075,0.189771877,1132251,3105.02,2601.47,2710489,2797407,19,0.487662782,8732,1,3,1,7,1550553,487,148,1145512,0.17066517,1972,277500,1354.382,71.148,0.542300651,160781112.1,0.427702969,10706963.96,0.516816153,327,1695997453,36,20882043,11186669,32,7,3,61,0,6.875143194,30.96599912,2552994,2710489,2798886,0.061690313,6,-0.35278633,1950,949708,7,12.5,0.077,0.108,0.227,0.113,9.77130295,0.175101294,0.289511082,868,0.101899422,0.372712029,619169,0.25138694,678,2348,123,126,70936,0.030313265,35948,0.121873528,0.66741695,0.075451293,0.109986106,0.095328552,0.33653668,1152,13598,33084,0.174608955,0.286945801,0.044013521,0.459472849,152400,296727,242268,54459,114145,128123,951,243,103,1943,0.1060477,8.189345762,1041906.691,103,606.2748299,0.002690786,3.998942235,0.183532338,0.040752083,74
12620,"Bangor, ME",0.026401715,0.4468,0.187762448,0.160089721,0.008163585,0.009930623,0.012114968,0.943356981,0.002170415,0.576502537,73860,3557.08,3397.36,153923,152692,0,0.606608803,3494,0,1,0,0,0,73,13,74196,0.233071864,1973,137400,75.855,4.509,0.613641363,6078864.803,0.372066693,469526.9272,0.59943595,18,16841722,2,6641861,302615,2,7,0,0,0,0.669165752,30.30086472,144919,153923,151806,0.06213126,5,-0.178017064,1960,38912,2,10.2,0.039,0.165,0.333,0.181,34.68384943,0.202,0.317,28,0.092455677,0.244530366,28796,0.290109737,76,285,40,40,44271,0.059719555,24149,0.199006019,0.608499442,0.078064053,0.170151637,0.164739339,0.324076614,734,802,787,0.086180801,0.290189423,0.084531675,0.36066848,148600,15438,14099,1339,6182,7917,748,73,13,1955,0.280701754,47.28591787,45306.64987,9,110.2986535,5.89E-04,1.981865455,0.086734033,0.021416249,62
12700,"Barnstable Town, MA",0.067878528,0.457,0.161886599,0.271268431,0.022219638,0.01305177,0.025740732,0.916977534,0.007062297,0.074830468,160281,1305.54,393.72,215888,214333,0,0.648019098,0,0,0,0,0,0,124,42,161311,0.124920185,1974,363500,98.344,2.202,0.231146887,9070722.707,0.255795806,268764.4035,0.22995064,51,15880429,5,653280,107339,1,15,0,0,0,4.752464241,30.17305269,222230,215888,214276,-0.028538001,1,-0.074590661,2000,47821,1,10.1,0.201,0.091,0.245,0.134,22.84055166,0.142,0.183,72,0.049052038,0.40069197,34804,0.210809102,55,104,4,4,63251,0.01887372,37678,0.078492221,0.600035757,0.07005616,0.08682557,0.414689637,0.211900399,1104,346,1284,0.056386237,0.374617186,0.064795296,0.109286586,349000,27039,19503,7536,14511,4992,1141,124,42,1975,0.076923077,45.85968416,548328.7616,16,74.09231896,0.002539876,0.500804822,0.278708532,0.010104705,42
